Type,Localisation,Latitude,Longitude,Title,Price in DH,Tags,Tags_length,Area in m²,Rooms,Bedrooms,Bathrooms,Condition,Floor,House Age in ans
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.56170473792227,-7.630379283521052,Vente villa à Polo,17000000.0,"['1700 m²', '8 Pièces', '7 Chambres']",4,1700.0,8.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Casablanca,33.56170473792227,-7.630379283521052,Vente villa chantilly,22750000.0,"['1750 m²', '8 Pièces', '5 Chambres', '2 Salles de bains']",4,1750.0,8.0,5.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Vente villa ain diab,8000000.0,"['390 m²', '6 Pièces', '4 Chambres', '2 Salles de bains']",4,390.0,6.0,4.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56170473792227,-7.630379283521052,Vente villa au Cil,7950000.0,"['450 m²', '7 Pièces', '5 Chambres']",4,450.0,7.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Casablanca,33.56170473792227,-7.630379283521052,Vente appt vide 2Mars,1820000.0,"['160 m²', '5 Pièces', '3 Chambres', '2 Salles de bains']",4,160.0,5.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Casablanca,33.56170473792227,-7.630379283521052,Vnte appt ghandi,1600000.0,"['87 m²', '3 Pièces', '2 Chambres']",4,87.0,3.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.56170473792227,-7.630379283521052,Vente appt oasis casablanca,2600000.0,"['128 m²', '5 Pièces', '3 Chambres', '2 Salles de bains']",4,128.0,5.0,3.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Casablanca,33.56170473792227,-7.630379283521052,Vente villa Route 'Azemour,7500000.0,"['325 m²', '6 Pièces', '3 Chambres']",4,325.0,6.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Casablanca,33.56170473792227,-7.630379283521052,Vente appt abdelmoulmen,2800000.0,"['243 m²', '5 Pièces', '3 Chambres']",4,243.0,5.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Triangle d'Or à Casablanca,33.582734173084866,-7.675838470458984,"Vente appt à triangle d, 'or casablanca",4700000.0,"['212 m²', '6 Pièces', '3 Chambres']",4,212.0,6.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Oulfa à Casablanca,33.55627344791359,-7.67918586730957,Vente appartement à Oulfa,690000.0,"['62 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",4,62.0,3.0,2.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56170473792227,-7.630379283521052,Vente villa cil,4800000.0,"['399 m²', '5 Pièces', '3 Chambres']",4,399.0,5.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Casablanca,33.56170473792227,-7.630379283521052,Vente appt vide bourgogne,1250000.0,"['93 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",4,93.0,3.0,2.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Centre Ville à Casablanca,33.59485333695376,-7.61876106262207,Vente appt au centre ville,3268000.0,"['260 m²', '6 Pièces', '3 Chambres', '2 Salles de bains']",4,260.0,6.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Vente appartement à Les Princesses,1900000.0,"['116 m²', '5 Pièces', '3 Chambres', '2 Salles de bains']",4,116.0,5.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Vente appartement à Racine,3300000.0,"['204 m²', '5 Pièces', '3 Chambres', '2 Salles de bains']",4,204.0,5.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Vente appt racine,3500000.0,"['155 m²', '6 Pièces', '3 Chambres', '2 Salles de bains']",4,155.0,6.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Location studio meublé racine,1450000.0,"['55 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']",4,55.0,2.0,1.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.56170473792227,-7.630379283521052,Vente appartement à Bourgogne,1400000.0,"['92 m²', '5 Pièces', '3 Chambres', '1 Salle de bain', '3ème étage']",5,92.0,5.0,3.0,1.0,Bon état,3.0,15
Appartements Casablanca,La Gironde à Casablanca,33.58505803848486,-7.601637840270996,Vente appt gironde,1240000.0,"['103 m²', '5 Pièces', '3 Chambres']",4,103.0,5.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Vente appartement a Gauthier,4100000.0,"['237 m²', '6 Pièces', '3 Chambres']",4,237.0,6.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56170473792227,-7.630379283521052,Vente villa au Cil,12000000.0,"['390 m²', '7 Pièces', '4 Chambres']",4,390.0,7.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Ain Borja à Casablanca,33.58652382908706,-7.586703300476074,Vente duplex ain borja,3000000.0,"['220 m²', '9 Pièces', '5 Chambres']",4,220.0,9.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Maârif à Casablanca,33.58602331802259,-7.636442184448242,Vente studio maarif,900000.0,"['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', '3ème étage']",5,60.0,2.0,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Vente apparement à Gauthier,4200000.0,"['244 m²', '6 Pièces', '3 Chambres']",4,244.0,6.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.60260889174782,-7.651441735164781,Duplexe bourgogne ouest proche badr 159 m2,1700000.0,"['159 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '5ème étage']",7,159.0,4.0,3.0,2.0,Nouveau,5.0,3
Maisons Casablanca,Polo à Casablanca,33.55980214584251,-7.618444739670508,Maison à l'achat darchitecte à Polo. 3 chambres agréables. Garage et terrasse,6500000.0,"['350 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']",6,350.0,5.0,3.0,3.0,Nouveau,3.0,3
Maisons Casablanca,Hay Al Qods à Casablanca,33.53819880225619,-7.667446617997314,Superbe maison à vendre à Hay Alaymoune. Superficie 281 m²,5000000.0,"['281 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,281.0,6.0,4.0,3.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.55884836108079,-7.617988586425781,Terrain à vendre à POLO,9000000.0,"['1010 m²', '9 Pièces', '5 Chambres', '4 Salles de bains', 'À rénover']",5,1010.0,9.0,5.0,4.0,À rénover,3.0,15
Appartements Casablanca,CIL (Hay Salam) à Casablanca,33.568845330971634,-7.659179238513303,Vend appartement à avenue sidi abderhmane face au caf. Superficie 131 m²,2300000.0,"['131 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,131.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Vente appartement à Racine,3980000.0,"['210 m²', '6 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '5-10 ans']",6,210.0,6.0,3.0,2.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa à vendre à californie,16000000.0,"['1100 m²', '8 Pièces', '5 Chambres', '4 Salles de bains', 'Nouveau', '1-5 ans']",6,1100.0,8.0,5.0,4.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa à vendre à Californie résidence fermée,7500000.0,"['370 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,370.0,8.0,4.0,3.0,Nouveau,3.0,7
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Vente appartement Sijelmassi a Racine,3360000.0,"['191 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', '2ème étage']",5,191.0,5.0,3.0,3.0,Bon état,2.0,15
Appartements Casablanca,Riviera à Casablanca,33.56170473792227,-7.630379283521052,A vendre appartement résidence sécurisée Maarif,1800000.0,"['120 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans']",6,120.0,5.0,3.0,2.0,Bon état,3.0,3
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Superbe appartement à vendre à Racine. Surface totale 140 m². Grande terrasse,2300000.0,"['140 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état']",5,140.0,5.0,2.0,1.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.55890485159198,-7.623021298912704,Belle villa au Polo,15500000.0,"['1000 m²', '8 Pièces', '4 Chambres', '6 Salles de bains', 'Bon état', '10-20 ans']",6,1000.0,8.0,4.0,6.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57241456102425,-7.6640313863752,Belle villa à vendre Cil,12000000.0,"['845 m²', '8 Pièces', '4 Chambres', '5 Salles de bains', 'Bon état', '10-20 ans']",6,845.0,8.0,4.0,5.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Villa semi finie avec vue dominante Habitation ou bureau,9500000.0,"['1053 m²', '6 Pièces', '5 Chambres', '5 Salles de bains', 'Nouveau']",5,1053.0,6.0,5.0,5.0,Nouveau,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Grand appartement à Gauthier,3300000.0,"['222 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'À rénover', '20-30 ans', '4ème étage']",7,222.0,4.0,3.0,3.0,À rénover,4.0,25
Appartements Casablanca,Palmier à Casablanca,33.58228726871767,-7.625117897987252,Bel appartement avec belle terrasse sans vis à vis,3950000.0,"['217 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '20-30 ans', '4ème étage']",7,217.0,5.0,3.0,3.0,Nouveau,4.0,25
Appartements Casablanca,Racine Extension à Casablanca,33.5925744206239,-7.644542455673189,Grand appartement Velodrome,3200000.0,"['156 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans', '3ème étage']",7,156.0,6.0,4.0,3.0,À rénover,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.575082850966,-7.651183605194092,Grand appartement standing sans vis à vis,3200000.0,"['198 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '5ème étage']",7,198.0,4.0,3.0,3.0,Nouveau,5.0,7
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.59758527567848,-7.645293474197359,Bel appartement en hauteur à Al Manar,2400000.0,"['150 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']",7,150.0,4.0,3.0,3.0,Bon état,4.0,15
Appartements Casablanca,Burger à Casablanca,33.57174384224919,-7.64727596193552,Bel Appartement avec terrasse sur Ghandi,2650000.0,"['167 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '5ème étage']",7,167.0,5.0,3.0,3.0,Nouveau,5.0,7
Appartements Casablanca,Al Qods à Casablanca,33.557167523684654,-7.59829044342041,Appartement en vente à Al Qods. 3 belles chambres. Garage.,4558824.761494253,"['62 m²', '2 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état']",5,62.0,2.0,3.0,1.0,Bon état,3.0,15
Appartements Casablanca,Hay Arrahma à Casablanca,33.59878544316002,-7.567605972290039,Appartement à vendre à Hay Arrahma. 2 chambres agréables. Système de parabole et résidence sécurisée,490000.0,"['68 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']",7,68.0,3.0,2.0,1.0,Bon état,4.0,7
Appartements Casablanca,Maârif à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Maârif. 3 pièces.,2300000.0,"['116 m²', '3 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']",6,116.0,3.0,3.0,3.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Sidi Maarouf à Casablanca,33.56170473792227,-7.630379283521052,Villa de haut standing à vendre à Sidi Maarouf. Surface de 250 m².,4600000.0,"['250 m²', '4 Pièces', '6 Chambres', '4 Salles de bains', 'Nouveau', '5-10 ans']",6,250.0,4.0,6.0,4.0,Nouveau,3.0,7
Appartements Casablanca,Sidi Moumen à Casablanca,33.56170473792227,-7.630379283521052,Superbe appartement à vendre à Sidi Moumen. Surface de 100 m². Ascenseur et terrasse,4558824.761494253,"['100 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '5ème étage']",7,100.0,5.0,3.0,2.0,Nouveau,5.0,0
Appartements Casablanca,Les princesses à Casablanca,33.582133862529446,-7.656237377057607,A vendre appart sur les princesses de 105 m2 complétement retaper,1390000.0,"['105 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,105.0,3.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Palmier à Casablanca,33.582691153596286,-7.624170575290918,Appartement haut standing 135m2 au Palmier,2000000.0,"['135 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']",7,135.0,4.0,3.0,2.0,Bon état,5.0,15
Appartements Casablanca,La Gironde à Casablanca,33.56170473792227,-7.630379283521052,Vente appt gironde,1240000.0,"['103 m²', '5 Pièces', '3 Chambres']",4,103.0,5.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Vente appartement a Gauthier,4100000.0,"['237 m²', '6 Pièces', '3 Chambres']",4,237.0,6.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57243690885356,-7.657556533813477,Vente villa au Cil,12000000.0,"['390 m²', '7 Pièces', '4 Chambres']",4,390.0,7.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Ain Borja à Casablanca,33.58652382908706,-7.586703300476074,Vente duplex ain borja,3000000.0,"['220 m²', '9 Pièces', '5 Chambres']",4,220.0,9.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Maârif à Casablanca,33.56170473792227,-7.630379283521052,Vente studio maarif,900000.0,"['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', '3ème étage']",5,60.0,2.0,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Vente apparement à Gauthier,4200000.0,"['244 m²', '6 Pièces', '3 Chambres']",4,244.0,6.0,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.60260889174782,-7.651441735164781,Duplexe bourgogne ouest proche badr 159 m2,1700000.0,"['159 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans', '5ème étage']",7,159.0,4.0,3.0,2.0,Nouveau,5.0,3
Maisons Casablanca,Polo à Casablanca,33.55980214584251,-7.618444739670508,Maison à l'achat darchitecte à Polo. 3 chambres agréables. Garage et terrasse,6500000.0,"['350 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']",6,350.0,5.0,3.0,3.0,Nouveau,3.0,3
Maisons Casablanca,Hay Al Qods à Casablanca,33.53819880225619,-7.667446617997314,Superbe maison à vendre à Hay Alaymoune. Superficie 281 m²,5000000.0,"['281 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,281.0,6.0,4.0,3.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.56170473792227,-7.630379283521052,Terrain à vendre à POLO,9000000.0,"['1010 m²', '9 Pièces', '5 Chambres', '4 Salles de bains', 'À rénover']",5,1010.0,9.0,5.0,4.0,À rénover,3.0,15
Appartements Casablanca,CIL (Hay Salam) à Casablanca,33.568845330971634,-7.659179238513303,Vend appartement à avenue sidi abderhmane face au caf. Superficie 131 m²,2300000.0,"['131 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '3ème étage']",7,131.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Vente appartement à Racine,3980000.0,"['210 m²', '6 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '5-10 ans']",6,210.0,6.0,3.0,2.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa à vendre à californie,16000000.0,"['1100 m²', '8 Pièces', '5 Chambres', '4 Salles de bains', 'Nouveau', '1-5 ans']",6,1100.0,8.0,5.0,4.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa à vendre à Californie résidence fermée,7500000.0,"['370 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,370.0,8.0,4.0,3.0,Nouveau,3.0,7
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Vente appartement Sijelmassi a Racine,3360000.0,"['191 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', '2ème étage']",5,191.0,5.0,3.0,3.0,Bon état,2.0,15
Appartements Casablanca,Riviera à Casablanca,33.56170473792227,-7.630379283521052,A vendre appartement résidence sécurisée Maarif,1800000.0,"['120 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans']",6,120.0,5.0,3.0,2.0,Bon état,3.0,3
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Superbe appartement à vendre à Racine. Surface totale 140 m². Grande terrasse,2300000.0,"['140 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état']",5,140.0,5.0,2.0,1.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.55890485159198,-7.623021298912704,Belle villa au Polo,15500000.0,"['1000 m²', '8 Pièces', '4 Chambres', '6 Salles de bains', 'Bon état', '10-20 ans']",6,1000.0,8.0,4.0,6.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.57241456102425,-7.6640313863752,Belle villa à vendre Cil,12000000.0,"['845 m²', '8 Pièces', '4 Chambres', '5 Salles de bains', 'Bon état', '10-20 ans']",6,845.0,8.0,4.0,5.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Villa semi finie avec vue dominante Habitation ou bureau,9500000.0,"['1053 m²', '6 Pièces', '5 Chambres', '5 Salles de bains', 'Nouveau']",5,1053.0,6.0,5.0,5.0,Nouveau,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,Grand appartement à Gauthier,3300000.0,"['222 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'À rénover', '20-30 ans', '4ème étage']",7,222.0,4.0,3.0,3.0,À rénover,4.0,25
Appartements Casablanca,Palmier à Casablanca,33.58228726871767,-7.625117897987252,Bel appartement avec belle terrasse sans vis à vis,3950000.0,"['217 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '20-30 ans', '4ème étage']",7,217.0,5.0,3.0,3.0,Nouveau,4.0,25
Appartements Casablanca,Racine Extension à Casablanca,33.5925744206239,-7.644542455673189,Grand appartement Velodrome,3200000.0,"['156 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans', '3ème étage']",7,156.0,6.0,4.0,3.0,À rénover,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.575082850966,-7.651183605194092,Grand appartement standing sans vis à vis,3200000.0,"['198 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '5ème étage']",7,198.0,4.0,3.0,3.0,Nouveau,5.0,7
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.59758527567848,-7.645293474197359,Bel appartement en hauteur à Al Manar,2400000.0,"['150 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']",7,150.0,4.0,3.0,3.0,Bon état,4.0,15
Appartements Casablanca,Burger à Casablanca,33.57174384224919,-7.64727596193552,Bel Appartement avec terrasse sur Ghandi,2650000.0,"['167 m²', '5 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '5ème étage']",7,167.0,5.0,3.0,3.0,Nouveau,5.0,7
Appartements Casablanca,Al Qods à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Al Qods. 3 belles chambres. Garage.,4558824.761494253,"['62 m²', '2 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état']",5,62.0,2.0,3.0,1.0,Bon état,3.0,15
Appartements Casablanca,Hay Arrahma à Casablanca,33.59878544316002,-7.567605972290039,Appartement à vendre à Hay Arrahma. 2 chambres agréables. Système de parabole et résidence sécurisée,490000.0,"['68 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '4ème étage']",7,68.0,3.0,2.0,1.0,Bon état,4.0,7
Appartements Casablanca,Maârif à Casablanca,33.56170473792227,-7.630379283521052,Appartement en vente à Maârif. 3 pièces.,2300000.0,"['116 m²', '3 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']",6,116.0,3.0,3.0,3.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Sidi Maarouf à Casablanca,33.56170473792227,-7.630379283521052,Villa de haut standing à vendre à Sidi Maarouf. Surface de 250 m².,4600000.0,"['250 m²', '4 Pièces', '6 Chambres', '4 Salles de bains', 'Nouveau', '5-10 ans']",6,250.0,4.0,6.0,4.0,Nouveau,3.0,7
